time,SSID,signal,signal_avg,rx_bitrate,tx_bitrate
6.715741157531738,ap1-ssid,-68.0,-68.0,NaN,24.0 MBit/s
7.717770099639893,ap1-ssid,-69.0,-68.5,NaN,24.0 MBit/s
8.721251964569092,ap1-ssid,-71.0,-69.33333333333333,NaN,24.0 MBit/s
9.72580099105835,ap1-ssid,-73.0,-70.25,NaN,24.0 MBit/s
10.728806018829346,ap1-ssid,-74.0,-71.0,NaN,24.0 MBit/s
11.73724102973938,ap1-ssid,-76.0,-71.83333333333333,NaN,24.0 MBit/s
12.740539073944092,ap1-ssid,-70.0,-71.57142857142857,NaN,24.0 MBit/s
13.743515968322754,ap1-ssid,-73.0,-71.75,NaN,24.0 MBit/s
14.746432065963745,ap1-ssid,-73.0,-71.88888888888889,48.0 MBit/s,24.0 MBit/s
15.753997087478638,ap1-ssid,-69.0,-71.6,48.0 MBit/s,24.0 MBit/s
16.75727105140686,ap1-ssid,-74.0,-72.2,48.0 MBit/s,24.0 MBit/s
17.76079797744751,ap1-ssid,-73.0,-72.6,48.0 MBit/s,36.0 MBit/s
18.763832092285156,ap1-ssid,-75.0,-73.0,48.0 MBit/s,36.0 MBit/s
19.766862154006958,ap1-ssid,-74.0,-73.1,48.0 MBit/s,36.0 MBit/s
20.769893169403076,ap1-ssid,-76.0,-73.3,48.0 MBit/s,9.0 MBit/s
21.77270007133484,ap1-ssid,-77.0,-73.4,48.0 MBit/s,48.0 MBit/s
22.7761869430542,ap1-ssid,-74.0,-73.8,48.0 MBit/s,48.0 MBit/s
23.788243055343628,ap1-ssid,-80.0,-74.5,48.0 MBit/s,54.0 MBit/s
24.792391061782837,ap1-ssid,-75.0,-74.7,48.0 MBit/s,36.0 MBit/s
25.796646118164062,ap1-ssid,-75.0,-75.3,48.0 MBit/s,36.0 MBit/s
26.80006217956543,ap1-ssid,-78.0,-75.7,48.0 MBit/s,36.0 MBit/s
27.803060054779053,ap1-ssid,-79.0,-76.3,48.0 MBit/s,36.0 MBit/s
28.80688500404358,ap1-ssid,-75.0,-76.3,48.0 MBit/s,36.0 MBit/s
29.81284499168396,ap1-ssid,-75.0,-76.4,48.0 MBit/s,36.0 MBit/s
30.816524028778076,ap1-ssid,-77.0,-76.5,48.0 MBit/s,2.0 MBit/s
31.82516312599182,ap1-ssid,-78.0,-76.6,48.0 MBit/s,36.0 MBit/s
32.82880902290344,ap1-ssid,-76.0,-76.8,48.0 MBit/s,12.0 MBit/s
33.83380198478699,ap1-ssid,-76.0,-76.4,48.0 MBit/s,36.0 MBit/s
34.837085008621216,ap1-ssid,-77.0,-76.6,48.0 MBit/s,36.0 MBit/s
35.84085702896118,ap1-ssid,-75.0,-76.6,48.0 MBit/s,18.0 MBit/s
36.84762716293335,ap1-ssid,-76.0,-76.4,48.0 MBit/s,36.0 MBit/s
37.85094714164734,ap1-ssid,-75.0,-76.0,48.0 MBit/s,24.0 MBit/s
38.85411596298218,ap1-ssid,-75.0,-76.0,48.0 MBit/s,36.0 MBit/s
39.856553077697754,ap1-ssid,-77.0,-76.2,48.0 MBit/s,36.0 MBit/s
40.86573910713196,ap1-ssid,-81.0,-76.6,48.0 MBit/s,54.0 MBit/s
41.869856119155884,ap1-ssid,-75.0,-76.3,48.0 MBit/s,36.0 MBit/s
42.87233304977417,ap1-ssid,-73.0,-76.0,48.0 MBit/s,36.0 MBit/s
43.875821113586426,ap1-ssid,-77.0,-76.1,1.0 MBit/s,36.0 MBit/s
44.87877106666565,ap1-ssid,-77.0,-76.1,1.0 MBit/s,24.0 MBit/s
45.88186597824097,ap1-ssid,-82.0,-76.8,1.0 MBit/s,24.0 MBit/s
46.88642501831055,ap1-ssid,-73.0,-76.5,1.0 MBit/s,24.0 MBit/s
47.88865900039673,ap1-ssid,-79.0,-76.9,1.0 MBit/s,18.0 MBit/s
48.89416003227234,ap1-ssid,-79.0,-77.3,1.0 MBit/s,18.0 MBit/s
49.89778113365173,ap1-ssid,-79.0,-77.5,1.0 MBit/s,18.0 MBit/s
50.90124297142029,ap1-ssid,-80.0,-77.4,1.0 MBit/s,18.0 MBit/s
51.940402030944824,ap1-ssid,-81.0,-78.0,1.0 MBit/s,18.0 MBit/s
52.94598412513733,ap1-ssid,-84.0,-79.1,1.0 MBit/s,18.0 MBit/s
53.95191407203674,ap1-ssid,-82.0,-79.6,1.0 MBit/s,18.0 MBit/s
54.95511198043823,ap1-ssid,-81.0,-80.0,1.0 MBit/s,24.0 MBit/s
55.95803999900818,ap1-ssid,-75.0,-79.3,1.0 MBit/s,24.0 MBit/s
56.96127510070801,ap1-ssid,-81.0,-80.1,1.0 MBit/s,24.0 MBit/s
57.9640691280365,ap1-ssid,-76.0,-79.8,1.0 MBit/s,18.0 MBit/s
58.967854022979736,ap1-ssid,-76.0,-79.5,1.0 MBit/s,18.0 MBit/s
59.971819162368774,ap1-ssid,-77.0,-79.3,1.0 MBit/s,18.0 MBit/s
60.97682595252991,ap1-ssid,-82.0,-79.5,1.0 MBit/s,18.0 MBit/s
61.98019599914551,ap1-ssid,-83.0,-79.7,1.0 MBit/s,24.0 MBit/s
62.983365058898926,ap1-ssid,-81.0,-79.4,1.0 MBit/s,18.0 MBit/s
63.989449977874756,ap1-ssid,-76.0,-78.8,1.0 MBit/s,18.0 MBit/s
64.99885702133179,ap1-ssid,-84.0,-79.1,1.0 MBit/s,18.0 MBit/s
66.00378012657166,ap1-ssid,-81.0,-79.7,1.0 MBit/s,18.0 MBit/s
67.00812005996704,ap1-ssid,-81.0,-79.7,1.0 MBit/s,18.0 MBit/s
68.0127820968628,ap1-ssid,-80.0,-80.1,1.0 MBit/s,18.0 MBit/s
69.0168240070343,ap1-ssid,-82.0,-80.7,1.0 MBit/s,54.0 MBit/s
70.0206069946289,ap1-ssid,-81.0,-81.1,1.0 MBit/s,12.0 MBit/s
71.02400803565979,ap1-ssid,-83.0,-81.2,1.0 MBit/s,12.0 MBit/s
72.14719200134277,ap1-ssid,-84.0,-81.3,1.0 MBit/s,12.0 MBit/s
73.1539580821991,ap1-ssid,-82.0,-81.4,1.0 MBit/s,12.0 MBit/s
74.15660214424133,ap1-ssid,-86.0,-82.4,1.0 MBit/s,12.0 MBit/s
75.16019797325134,ap1-ssid,-80.0,-82.0,1.0 MBit/s,12.0 MBit/s
76.16748213768005,ap1-ssid,-81.0,-82.0,1.0 MBit/s,12.0 MBit/s
77.17308306694031,ap1-ssid,-83.0,-82.2,1.0 MBit/s,12.0 MBit/s
78.17708206176758,ap1-ssid,-85.0,-82.7,1.0 MBit/s,12.0 MBit/s
79.1804850101471,ap1-ssid,-83.0,-82.8,1.0 MBit/s,12.0 MBit/s
80.18422317504883,ap1-ssid,-83.0,-83.0,1.0 MBit/s,12.0 MBit/s
81.1877601146698,ap1-ssid,-82.0,-82.9,1.0 MBit/s,12.0 MBit/s
82.19103908538818,ap1-ssid,-82.0,-82.7,1.0 MBit/s,12.0 MBit/s
83.19480800628662,ap1-ssid,-77.0,-82.2,1.0 MBit/s,12.0 MBit/s
84.19795799255371,ap1-ssid,-81.0,-81.7,1.0 MBit/s,12.0 MBit/s
85.20054697990417,ap1-ssid,-82.0,-81.9,1.0 MBit/s,12.0 MBit/s
86.20528197288513,ap1-ssid,-84.0,-82.2,1.0 MBit/s,12.0 MBit/s
87.20928406715393,ap1-ssid,-85.0,-82.4,1.0 MBit/s,12.0 MBit/s
88.21324300765991,ap1-ssid,-80.0,-81.9,1.0 MBit/s,24.0 MBit/s
89.21674299240112,ap1-ssid,-82.0,-81.8,1.0 MBit/s,6.0 MBit/s
90.22005009651184,ap1-ssid,-82.0,-81.7,1.0 MBit/s,11.0 MBit/s
91.22969317436218,ap1-ssid,-85.0,-82.0,1.0 MBit/s,11.0 MBit/s
92.233647108078,ap1-ssid,-84.0,-82.2,1.0 MBit/s,36.0 MBit/s
93.23612403869629,ap1-ssid,-82.0,-82.7,1.0 MBit/s,11.0 MBit/s
94.24016809463501,ap1-ssid,-89.0,-83.5,1.0 MBit/s,11.0 MBit/s
95.2461609840393,ap1-ssid,-83.0,-83.6,1.0 MBit/s,11.0 MBit/s
96.24967408180237,ap1-ssid,-85.0,-83.7,1.0 MBit/s,11.0 MBit/s
97.25290894508362,ap1-ssid,-86.0,-83.8,1.0 MBit/s,11.0 MBit/s
98.25636196136475,ap1-ssid,-78.0,-83.6,1.0 MBit/s,11.0 MBit/s
99.2597930431366,ap1-ssid,-84.0,-83.8,1.0 MBit/s,11.0 MBit/s
100.26285099983215,ap1-ssid,-83.0,-83.9,1.0 MBit/s,11.0 MBit/s
101.2698860168457,ap1-ssid,-85.0,-83.9,1.0 MBit/s,12.0 MBit/s
102.27242517471313,ap1-ssid,-83.0,-83.8,1.0 MBit/s,12.0 MBit/s
103.27752304077148,ap1-ssid,-86.0,-84.2,1.0 MBit/s,12.0 MBit/s
104.28177213668823,ap1-ssid,-87.0,-84.0,1.0 MBit/s,12.0 MBit/s
105.28478217124939,ap1-ssid,-85.0,-84.2,1.0 MBit/s,12.0 MBit/s
106.2897801399231,ap1-ssid,-85.0,-84.2,1.0 MBit/s,12.0 MBit/s
107.29439115524292,ap1-ssid,-85.0,-84.1,1.0 MBit/s,12.0 MBit/s
108.29951214790344,ap1-ssid,-89.0,-85.2,1.0 MBit/s,9.0 MBit/s
109.30999517440796,ap1-ssid,-85.0,-85.3,1.0 MBit/s,6.0 MBit/s
110.3141610622406,ap1-ssid,-86.0,-85.6,1.0 MBit/s,9.0 MBit/s
111.31708097457886,ap1-ssid,-84.0,-85.5,1.0 MBit/s,9.0 MBit/s
112.32149910926819,ap1-ssid,-82.0,-85.4,1.0 MBit/s,18.0 MBit/s
113.32484602928162,ap1-ssid,-86.0,-85.4,1.0 MBit/s,9.0 MBit/s
114.3281581401825,ap1-ssid,-86.0,-85.3,1.0 MBit/s,9.0 MBit/s
115.3339741230011,ap1-ssid,-88.0,-85.6,1.0 MBit/s,9.0 MBit/s
116.33706712722778,ap1-ssid,-82.0,-85.3,1.0 MBit/s,9.0 MBit/s
117.34054017066956,ap1-ssid,-90.0,-85.8,1.0 MBit/s,9.0 MBit/s
118.3511381149292,ap1-ssid,-89.0,-85.8,1.0 MBit/s,9.0 MBit/s
119.35544204711914,ap1-ssid,-87.0,-86.0,1.0 MBit/s,9.0 MBit/s
120.3601131439209,ap1-ssid,-87.0,-86.1,1.0 MBit/s,2.0 MBit/s
121.3632299900055,ap1-ssid,-87.0,-86.4,1.0 MBit/s,9.0 MBit/s
122.3662121295929,ap1-ssid,-83.0,-86.5,1.0 MBit/s,9.0 MBit/s
123.37002897262573,ap1-ssid,-87.0,-86.6,1.0 MBit/s,9.0 MBit/s
124.37346816062927,ap1-ssid,-86.0,-86.6,1.0 MBit/s,9.0 MBit/s
125.38251495361328,ap1-ssid,-85.0,-86.3,1.0 MBit/s,9.0 MBit/s
126.38663816452026,ap1-ssid,-87.0,-86.8,1.0 MBit/s,12.0 MBit/s
127.39158606529236,ap1-ssid,-88.0,-86.6,1.0 MBit/s,9.0 MBit/s
128.39639616012573,ap1-ssid,-87.0,-86.4,1.0 MBit/s,9.0 MBit/s
129.39860916137695,ap1-ssid,-88.0,-86.5,1.0 MBit/s,9.0 MBit/s
130.40073108673096,ap1-ssid,-88.0,-86.6,1.0 MBit/s,9.0 MBit/s
131.4039969444275,ap1-ssid,-84.0,-86.3,1.0 MBit/s,36.0 MBit/s
132.4066891670227,ap1-ssid,-88.0,-86.8,1.0 MBit/s,9.0 MBit/s
